sample_id	ancestral_000	ancestral_001	ancestral_002	ancestral_003	ancestral_004	ancestral_005	ancestral_006	ancestral_007	ancestral_008	ancestral_009	ancestral_010	ancestral_011	ancestral_012	ancestral_013	ancestral_014	ancestral_015	ancestral_016	ancestral_017	ancestral_018	ancestral_019	ancestral_020	ancestral_021	ancestral_022	ancestral_023	ancestral_024	ancestral_025	ancestral_026	ancestral_027	ancestral_028	ancestral_029	ancestral_030	ancestral_031	ancestral_032	ancestral_033	ancestral_034	ancestral_035	ancestral_036	ancestral_037	ancestral_038	ancestral_039	ancestral_040	ancestral_041	ancestral_042	ancestral_043	ancestral_044	ancestral_045	ancestral_046	ancestral_047	ancestral_048	ancestral_049	ancestral_050	ancestral_051	ancestral_052	ancestral_053	ancestral_054	ancestral_055	ancestral_056	ancestral_057	ancestral_058	ancestral_059	ancestral_060	ancestral_061	ancestral_062	ancestral_063	ancestral_064	ancestral_065	ancestral_066	ancestral_067	ancestral_068	ancestral_069	ancestral_070	ancestral_071	ancestral_072	ancestral_073	ancestral_074	ancestral_075	ancestral_076	ancestral_077	ancestral_078	ancestral_079	ancestral_080	ancestral_081	ancestral_082	ancestral_083	ancestral_084	ancestral_085	ancestral_086	ancestral_087	ancestral_088	ancestral_089	ancestral_090	ancestral_091	ancestral_092	ancestral_093	ancestral_094	ancestral_095	ancestral_096	ancestral_097	ancestral_098	ancestral_099
wave2b_alpha_by_m__c0078__sb0010__g100	0.010325637	0.005860315	0.00073333	0.000167126	0.007796731	0.022859542	0.014810467	0.02133211	0.001455964	0.001766229	0.045855507	0.000298853	0.00626368	0.000417009	0.000470858	0.000572972	0.000773429	0.011271179	0.000138734	0.000117228	0.009586181	0.047628189	0.002426433	0.011705592	0.000228473	3.3318e-05	0.00286281	0.003210416	0.001260548	0.000650445	0.055311146	0.002963514	0.00285477	0.001131657	0.001521299	0.003041112	0.009610448	0.000200949	0.012305335	4.101e-06	8.5507e-05	0.00103181	0.000540982	0.040764447	0.000580039	0.001494984	0.000209342	0.000190812	0.00559371	0.000378653	0.093738489	2.3607e-05	0.002645954	0.001413455	8.6275e-05	0.067015731	0.000134692	0.004908897	0.012607801	0.037716858	6.771e-06	0.000237646	0.003997191	0.001628192	0.075330775	0.000163445	0.007281503	0.010120833	0.002940226	0.000365474	0.038141028	0.007134426	0.003113322	0.002829704	5.4658e-05	0.000521091	0.000172611	0.000411069	0.001485804	0.012462707	0.091367316	0.003567835	0.000349711	0.000448286	0.015283747	0.004218029	0.002366981	0.006069407	0.070073383	0.000673402	0.001079717	0.008699023	0.00450754	0.002614905	0.003485185	0.002550729	0.004155146	0.000681633	0.015938137	0.000485731
wave2b_alpha_by_m__c0078__sb0011__g100	0.007636483	0.005424317	0.001020947	0.000361609	0.007967521	0.023328782	0.018778841	0.021968316	0.002410089	0.001552241	0.05198851	0.000128226	0.004806626	7.9179e-05	0.00062298	0.002447192	0.000475665	0.010889704	0.000112773	0.000311979	0.004951924	0.045485788	0.000244981	0.017701206	0.00163726	0.00087409	0.001638892	0.00252143	0.000292594	0.000286787	0.058128412	0.001603634	0.00246468	0.001291403	0.001360349	0.002723496	0.006696618	0.000189656	0.008760161	6.4524e-05	4.065e-06	0.001674949	9.26e-05	0.042146245	0.001212254	0.000110979	0.000450554	2.822e-06	0.007235488	5.9185e-05	0.091310726	0.000153126	0.000546499	0.002000369	0.000237204	0.071389387	0.000516437	0.006338866	0.009890592	0.039144511	0.000215448	0.000773379	0.003477446	0.001610034	0.076888269	0.000525398	0.005884337	0.008927256	0.00093546	0.0011599	0.030215907	0.01039827	0.003248499	0.001876468	2.883e-06	4.3245e-05	0.000564754	0.000303153	0.00102075	0.015336899	0.105990329	0.001145102	0.001094907	0.000208492	0.010625354	0.005237981	0.002946271	0.003623962	0.069524795	0.000284672	0.001220338	0.007168747	0.005549352	0.00180674	0.004134075	0.00486101	0.003324825	4.4658e-05	0.011977225	7.6687e-05
wave2b_alpha_by_m__c0078__sb0012__g100	0.009314038	0.005215098	0.000623911	0.000811244	0.008595288	0.016943522	0.018313236	0.027734663	0.001544954	0.001191633	0.053511437	0.001196463	0.004410717	0.000309445	0.000483317	0.001776609	0.000742255	0.011952016	0.000800456	3.092e-06	0.009647302	0.039963578	0.002325073	0.018047064	0.000740209	3.621e-06	0.000711864	0.001971217	0.000576987	0.000333645	0.058271272	0.002742219	0.005103009	0.004140647	0.001169162	0.003681205	0.005908568	0.001930167	0.009774263	2.778e-06	0.000633731	0.001577931	2.983e-06	0.041208956	0.001100938	9.7518e-05	0.000828459	1.2732e-05	0.00277874	0.000126828	0.080363452	0.000444257	0.000815514	0.003341365	0.000177372	0.063201631	0.00132428	0.008022587	0.013747221	0.0404545	0.001133454	0.000152606	0.004705451	0.00079704	0.062942648	0.000566264	0.008946138	0.008666444	0.000919763	0.001289494	0.032593618	0.008151109	0.001471445	0.004191152	3.5043e-05	0.000641099	4.382e-06	0.000522312	0.00173022	0.014693498	0.099968081	0.002577794	0.001120247	0.000610164	0.016082081	0.00586343	0.002526045	0.005564961	0.072782247	0.00020212	0.001012666	0.005972608	0.007051391	0.002328977	0.005399356	0.004478419	0.002522998	0.000955767	0.015771168	0.000278061
wave2b_alpha_by_m__c0079__sb0001__g100	0.008999619	0.005274679	0.000429603	0.00031129	0.010921276	0.026493463	0.01857552	0.020876931	0.0012525	0.002036075	0.054990736	0.000554929	0.005089903	0.000668459	0.001953213	0.000850058	0.001053987	0.014131896	0.000309631	0.000240568	0.008046016	0.037013439	0.001937261	0.020892698	0.000568863	8.3634e-05	0.002348511	0.002076112	0.001235576	0.000569192	0.051467046	0.002815211	0.004024139	0.00302444	0.000522667	0.002726395	0.006773566	0.000563675	0.009922692	0.000444136	0.00019593	0.001113201	9.1766e-05	0.040725789	0.001257813	7.2176e-05	0.00026201	0.000197694	0.005623025	0.000887982	0.083996723	0.000290666	0.000921825	0.001143396	0.000154319	0.064084097	0.000639918	0.0072667	0.010865498	0.047243085	0.000217603	0.000501535	0.004620192	0.00094113	0.069761826	0.000441272	0.006558049	0.007670529	0.003043346	0.001279007	0.031533404	0.00906305	0.004187643	0.003260329	0.000134051	0.000564933	0.000485175	0.001031869	0.001332983	0.014128354	0.092578923	0.002027464	0.000402197	0.001056174	0.011880356	0.012261069	0.003333821	0.003869233	0.0669391	0.00016403	0.001377987	0.006380416	0.006116228	0.003593505	0.006846312	0.002866981	0.003654875	0.000633066	0.014038823	0.000119942
wave2b_alpha_by_m__c0079__sb0002__g100	0.009723472	0.005338699	0.000486737	0.000194597	0.008589244	0.024087108	0.019093942	0.023499787	0.001579591	0.002004319	0.053601505	0.001211585	0.006160456	0.00027168	0.000472856	0.000986872	0.000917331	0.010212711	0.000214616	0.000110007	0.010473069	0.043446612	0.001437904	0.019435651	0.000284318	0.000374228	0.001789996	0.001498014	0.001287362	0.000651632	0.050809417	0.004090952	0.004576191	0.003062063	0.000686557	0.002668247	0.006619024	0.000398507	0.010171101	0.00082478	0.000264325	0.00113302	0.000138064	0.046632397	0.000770783	0.000172053	9.1221e-05	0.000734899	0.005569472	0.000439012	0.088749519	0.000773353	0.002088303	0.001606808	0.000154369	0.063575456	0.0006115	0.005667659	0.013145281	0.042280355	8.0639e-05	0.000720112	0.003594557	0.001290662	0.062424574	0.000772505	0.003847288	0.008645148	0.001692886	0.000276958	0.032956933	0.005951563	0.001777113	0.003902745	7.2296e-05	0.000173767	0.000773539	0.00023956	0.001567585	0.019307413	0.096948137	0.0019691	0.000956399	0.001341986	0.012382307	0.00616041	0.003292376	0.006137417	0.066003296	0.000461153	0.000961872	0.007780027	0.005400247	0.0027085	0.005019989	0.00474683	0.003460524	0.000464305	0.015212558	0.000584135
wave2b_alpha_by_m__c0079__sb0003__g100	0.007554843	0.006072745	0.000117306	0.000130498	0.010413585	0.024580114	0.020475352	0.028375598	0.003457804	0.002520511	0.045091173	0.000644614	0.005445839	0.001061127	0.000825746	0.001852592	0.000909244	0.013328216	0.000111083	0.000159929	0.010406152	0.042906943	0.002515449	0.019016661	0.000120058	0.000583721	0.002388244	0.001525331	0.000950531	0.000598766	0.04975926	0.003603897	0.005680953	0.00336425	0.001241279	0.002934773	0.006133822	0.000547514	0.010014238	6.5673e-05	6.9333e-05	0.00058117	0.000172675	0.036779924	0.000499641	0.000510687	6.319e-05	0.000224437	0.00478092	0.000257337	0.088454087	0.00071542	0.000582321	0.002895533	0.000391225	0.062741435	0.000399631	0.00641347	0.01181748	0.043426224	0.00042558	0.000747	0.005007474	0.00120113	0.067634535	0.000440994	0.006473085	0.011258178	0.002994694	0.001150368	0.034050283	0.006451851	0.003278507	0.002548007	0.000230221	0.000188252	0.000276289	0.000758257	0.001797932	0.014107863	0.089919582	0.002359941	0.000245014	0.000879437	0.010636043	0.007771347	0.003018483	0.005213839	0.069185961	0.000705759	0.000456336	0.006036416	0.006806579	0.003515374	0.005384674	0.004632931	0.005209381	0.000685644	0.016492492	0.000562693
wave2b_alpha_by_m__c0079__sb0004__g100	0.009633323	0.007389922	0.000177706	0.000144403	0.009507152	0.023104158	0.019970232	0.021227266	0.001592861	0.003999973	0.049376477	0.000279796	0.006275662	0.000728976	0.000622825	0.000972319	0.000937973	0.013100684	0.000450389	9.6201e-05	0.010848942	0.049071296	0.002089579	0.016963513	0.000838048	0.000441313	0.001176746	0.002098167	0.00076636	0.000989659	0.048390388	0.003156418	0.003281189	0.002418094	0.000938358	0.002685614	0.006496317	0.000422425	0.01028956	0.000154886	8.5352e-05	0.000897827	0.000479747	0.040053982	0.00240548	0.000680583	0.000487251	0.000140887	0.004148441	0.001208364	0.087921927	0.000121555	0.001067539	0.001370549	0.000408043	0.06351734	0.000422357	0.008736251	0.012439535	0.040016823	0.001132164	0.000406797	0.002292179	0.001562564	0.058553192	0.000617653	0.005578364	0.007961307	0.003963725	0.000598963	0.034065097	0.007277508	0.003287078	0.002259807	0.000506037	0.000307856	0.000148136	0.000338157	0.001977689	0.016053588	0.093501967	0.002430505	0.000249459	0.000177511	0.015317844	0.006814481	0.005801361	0.006032114	0.071439592	0.000316268	0.000883478	0.008712142	0.006616248	0.003868805	0.004975015	0.00475726	0.003039668	0.00093039	0.015290245	0.000242783
wave2b_alpha_by_m__c0079__sb0005__g100	0.006877783	0.005998777	0.000156018	0.000270445	0.00762592	0.027244303	0.019988763	0.019389411	0.001647211	0.002234786	0.054025836	0.001090973	0.004841891	0.000773101	0.001071337	0.001336669	0.001540276	0.013107253	0.000547305	0.000103211	0.009434603	0.039569655	0.002196973	0.018449895	0.000958556	0.000356155	0.003216777	0.002804557	0.00066353	0.000430897	0.052430892	0.00315813	0.004459723	0.003260289	0.001472951	0.00259314	0.005512704	0.000506947	0.009388591	0.000233471	0.000301837	0.000859433	5.9736e-05	0.045894793	0.000793865	0.000830533	0.000311407	0.000151964	0.005362574	0.000414908	0.078291876	0.000215158	0.001253177	0.001623624	6.3229e-05	0.070464164	0.000599032	0.007875086	0.011633887	0.044393432	0.000135914	0.000312186	0.003846805	0.001822406	0.070640152	0.000337736	0.007823393	0.008731359	0.002609802	0.000391423	0.036183862	0.008940554	0.003263842	0.003628916	0.000432643	0.000338831	3.0491e-05	0.000911949	0.001942874	0.014098453	0.093452308	0.001826397	0.000501309	0.000728058	0.012868061	0.008089751	0.003765326	0.006447478	0.057925911	0.000491613	0.001082973	0.008253813	0.005415893	0.003025565	0.004965181	0.00311527	0.003634879	0.001381733	0.013875272	0.000366198
wave2b_alpha_by_m__c0079__sb0006__g100	0.00862104	0.006052696	0.000562559	0.000431969	0.011178469	0.023636284	0.020066996	0.018284606	0.001573902	0.004109345	0.047256478	0.000829551	0.006770575	0.000840192	0.00086018	0.000505824	0.000487614	0.011613376	2.9105e-05	0.00014424	0.00841552	0.045948061	0.000996573	0.018283328	0.000742921	0.000453333	0.002754101	0.003243258	0.000366382	0.000674031	0.056561628	0.004570952	0.004271569	0.002350868	0.000703113	0.003339321	0.006822109	0.000197413	0.010294595	0.000687107	0.000235339	0.001000212	0.000200093	0.047871537	0.001094674	6.5405e-05	0.000279925	0.000682008	0.003623345	0.000423185	0.089949398	0.000225117	0.001121914	0.001742894	0.001052864	0.065183175	0.000383879	0.007791143	0.009869429	0.040007241	0.0003659	0.00078741	0.003434321	0.000876584	0.053924092	0.000435715	0.006262243	0.009380355	0.002765825	0.000746159	0.038062204	0.006903479	0.002217658	0.002517165	7.5019e-05	3.2273e-05	9.0707e-05	0.000272343	0.001256252	0.016044908	0.09831486	0.001762836	0.000551187	0.001121909	0.013962463	0.006855003	0.005878555	0.004303622	0.067115926	0.000874282	0.001487009	0.005460004	0.006166395	0.003474449	0.006590499	0.003334759	0.003480078	0.000811945	0.013399091	0.000270555
wave2b_alpha_by_m__c0079__sb0007__g100	0.008503135	0.006190842	7.8165e-05	0.000196634	0.008818225	0.025669417	0.018573886	0.020201481	0.003058495	0.002802864	0.048805684	0.000527156	0.004435454	0.000520408	0.001360256	0.000692815	0.000688283	0.012947059	5.5592e-05	0.000197434	0.007050739	0.040193528	0.001403991	0.018957672	0.00030599	0.000280984	0.00182541	0.002793769	0.000794066	0.000989525	0.050521356	0.003826446	0.003931716	0.003291625	0.000471519	0.002812231	0.005454749	0.00077214	0.008743747	0.00013658	0.000227027	0.001527625	0.000309218	0.039211741	0.000672094	0.000132488	8.5368e-05	6.0785e-05	0.006313024	0.00097867	0.094615047	0.000248518	0.001924749	0.002141916	0.00051076	0.0681679	0.00088253	0.007464269	0.013281433	0.044855792	5.0792e-05	0.000446936	0.003601049	0.001573369	0.06159181	0.000259435	0.007198167	0.011175434	0.002200131	0.000595372	0.03348896	0.006555216	0.002822684	0.002524697	0.000135025	0.000275401	0.000206078	0.000807114	0.00189514	0.017132462	0.094742988	0.002524776	0.001153414	0.000602886	0.01195948	0.006513107	0.003196854	0.007105314	0.063612545	0.000483883	0.001020197	0.007372515	0.006495917	0.00416581	0.006275921	0.004816077	0.003823662	0.000318863	0.016568122	0.000220375
wave2b_alpha_by_m__c0079__sb0008__g100	0.007254666	0.006876241	0.000227131	4.0629e-05	0.008958883	0.020768231	0.021417748	0.020239969	0.001985728	0.00135313	0.048663665	0.000464064	0.005700958	0.001126145	0.00082943	0.000505986	0.001226159	0.010207368	2.7366e-05	0.000127964	0.010465963	0.045154885	0.002431162	0.018836432	0.001162587	0.000186841	0.002109313	0.002771318	0.000726915	0.000719199	0.059943009	0.002181216	0.006455776	0.004103462	0.000752382	0.001677009	0.0069496	0.000924872	0.00913616	0.000351023	0.000409265	0.001499457	0.000153979	0.040540052	0.001400347	0.000143206	0.000117553	9.5711e-05	0.005297411	0.000676289	0.092978081	0.000198207	0.00142334	0.001457961	0.000225234	0.064908177	0.000442652	0.005335746	0.013233641	0.046858688	0.000342979	0.00124594	0.00226639	0.001264028	0.061502856	0.00015984	0.009113949	0.008834749	0.002657488	0.000619277	0.035076441	0.010970427	0.003016802	0.003575415	0.000740126	0.000258477	0.000549991	0.000177236	0.001742851	0.017377861	0.086041357	0.001688706	0.000459312	0.000878008	0.012413148	0.006737656	0.003512394	0.004736797	0.066749932	0.000394577	0.00095104	0.007109658	0.003953028	0.003325462	0.005380364	0.00463454	0.004185804	0.000848969	0.011791588	0.000278955
wave2b_alpha_by_m__c0079__sb0009__g100	0.007244427	0.005439783	0.000192014	7.4282e-05	0.009256077	0.027863432	0.017299242	0.023110271	0.001919023	0.001201848	0.048782206	0.001193434	0.00573067	0.001012498	0.000893554	0.001046016	0.000729555	0.011802349	4.007e-05	0.000166689	0.010225156	0.041214134	0.001413937	0.024126798	0.000525601	2.6152e-05	0.001881642	0.002436707	0.00126285	0.000922794	0.046612573	0.003497063	0.004344903	0.004390938	0.00110824	0.003519736	0.006479295	0.00024262	0.011180377	5.3889e-05	0.000150524	0.001314011	2.8845e-05	0.043109394	0.000929006	6.4621e-05	0.000176936	0.000271302	0.004664041	0.000516744	0.083395645	0.000126324	0.000735003	0.001708973	0.000110652	0.06302719	0.000194337	0.005748834	0.010253552	0.04662822	0.000208349	0.000425092	0.003939514	0.002463191	0.063452428	0.000236226	0.008125829	0.011440857	0.001580302	0.000410864	0.039898738	0.007829574	0.002911481	0.003963823	0.000303219	4.4044e-05	0.000409451	0.00029334	0.0020279	0.015443008	0.093797602	0.001639278	0.00013354	0.000902511	0.011063096	0.007012967	0.004240089	0.004988854	0.067873019	0.000401027	0.00142576	0.008068345	0.005897153	0.002265218	0.006988425	0.003637689	0.003385412	0.001965347	0.014722141	0.000568298
wave2b_alpha_by_m__c0079__sb0010__g100	0.008546111	0.005712828	0.000168561	0.000332644	0.008614946	0.023822615	0.01799527	0.021221345	0.002067975	0.002524478	0.045084699	0.000749579	0.004687305	0.000764644	0.00023146	0.000852456	0.000379978	0.011657744	0.000359847	0.000161715	0.008776513	0.044365307	0.001835135	0.01603165	0.000134849	0.000223351	0.002606567	0.002769158	0.001651579	0.00157216	0.053005177	0.002990101	0.003077777	0.003150204	0.001628272	0.004377718	0.007077236	0.000753044	0.011504532	0.000374267	0.001022626	0.000698593	0.000105984	0.043872356	0.000472951	0.000116287	0.000230977	2.8108e-05	0.005626783	0.000199859	0.090607789	0.000251341	0.001185725	0.002135419	0.000407766	0.066057173	0.000594462	0.006574539	0.011267375	0.03741751	2.9167e-05	0.000184686	0.004251125	0.000649945	0.07236841	0.001206913	0.007621954	0.008623827	0.001909766	0.001606282	0.037649563	0.007227463	0.002702123	0.00269244	0.000332169	0.000119478	0.000685534	0.000637263	0.001624353	0.014556677	0.09175002	0.002880293	0.000384418	0.001588881	0.013569035	0.006247702	0.002814853	0.006121867	0.069012105	0.000370692	0.000651807	0.009309598	0.005717687	0.002560046	0.004222322	0.003590891	0.004094864	0.001122752	0.014122596	0.000474013
wave2b_alpha_by_m__c0079__sb0011__g100	0.008308502	0.005774852	0.000584212	0.000251683	0.00831265	0.023220391	0.019177171	0.020572866	0.00243027	0.001817422	0.050890478	0.001181637	0.004435377	0.000162166	0.001126682	0.001720679	0.001370877	0.011946977	0.000148436	0.000442292	0.006894205	0.042674841	0.000905392	0.019416651	0.000536936	0.000319465	0.002154466	0.001767764	0.00067329	0.000696058	0.055874078	0.003127794	0.002558184	0.002788922	0.000581706	0.002392962	0.00627785	0.000265603	0.008424934	0.000401245	0.000436086	0.000932701	0.000141763	0.045020532	0.001368458	0.000157455	0.000454989	0.000183872	0.005700155	0.000657725	0.090568874	0.000186923	0.000366854	0.001744621	0.000221141	0.068625008	0.000360106	0.007155301	0.010250171	0.041090895	0.000259287	0.000907362	0.003032473	0.001588969	0.070210994	0.000973695	0.006102057	0.009840372	0.001859416	0.000896673	0.030182589	0.009379592	0.002891263	0.002703042	0.000148958	0.000352017	0.00051157	0.000293322	0.001210638	0.016117888	0.101744808	0.0013828	0.000638343	0.00102721	0.01180865	0.005747438	0.004699526	0.003819316	0.067005455	0.000329848	0.000886326	0.006766792	0.006951537	0.002607067	0.005494059	0.003799518	0.003607994	0.000891855	0.012993189	0.000104496
wave2b_alpha_by_m__c0079__sb0012__g100	0.008811884	0.005158661	0.000441599	0.000228046	0.008607248	0.01867522	0.020097756	0.023538874	0.002396718	0.001188471	0.05285663	0.000882784	0.0049756	0.000933998	0.000825429	0.000849119	0.000825847	0.012869475	0.00065632	0.000436999	0.010361069	0.039415291	0.002033017	0.017465067	0.000369976	0.000346227	0.001935824	0.00174581	0.000550012	0.000771447	0.056445882	0.00320034	0.004606218	0.004174773	0.000265875	0.002984528	0.007200623	0.000670765	0.01017907	0.000277582	0.000305388	0.001248883	0.000155973	0.040061277	0.001507761	0.000548276	0.00014505	0.000397417	0.003756072	0.000112509	0.082946684	0.000221018	0.001491751	0.001562931	0.000978165	0.065361552	0.000500509	0.00805963	0.012638253	0.041601187	0.000610012	0.000313659	0.003703044	0.001465809	0.061930939	0.000713812	0.008755968	0.00880306	0.001857616	0.000659352	0.03398681	0.006994944	0.002430789	0.002753219	0.0004833	0.000168716	9.6533e-05	0.000520891	0.001884985	0.016279301	0.101859524	0.002520242	0.000585444	0.000420676	0.014553202	0.005537628	0.00457117	0.003956422	0.071043762	0.000494774	0.000812991	0.006800566	0.006981399	0.003489644	0.004217876	0.005032288	0.002841047	0.000396919	0.015119638	0.000495669
wave2b_alpha_by_m__c0080__sb0001__g100	0.009129308	0.005012575	0.000216162	0.000315266	0.010034387	0.024794726	0.018394503	0.021230191	0.001894327	0.001939984	0.051431919	0.000685301	0.00441226	0.000814766	0.000733098	0.001303301	0.001042698	0.012050477	0.000280305	0.000205062	0.009701777	0.042494116	0.001952118	0.019208163	0.000550061	0.00026775	0.002319134	0.002169474	0.000932147	0.000854945	0.051024091	0.00317038	0.003859455	0.003482573	0.000904265	0.002659514	0.006485218	0.00045734	0.010965632	0.00030364	0.000192476	0.001207118	0.000322487	0.043795178	0.00127813	0.000266066	0.000335031	0.000218151	0.004470377	0.000523778	0.08652812	0.000240551	0.001101949	0.002055118	0.000225869	0.064996237	0.000575535	0.006943476	0.010689451	0.043718058	0.000212104	0.000403978	0.003757986	0.001456746	0.066786826	0.000648723	0.007184836	0.008509227	0.002528078	0.000795274	0.033337737	0.007694421	0.003264433	0.002976229	0.00041206	0.000234189	0.000432952	0.000665939	0.00195852	0.015398766	0.093989349	0.002375136	0.000590168	0.000796054	0.01277931	0.007263513	0.004151395	0.005127205	0.067696918	0.000550467	0.001132307	0.007729383	0.005934605	0.002828051	0.005971272	0.003949341	0.003611536	0.000687917	0.014291548	0.000519936
wave2b_alpha_by_m__c0080__sb0002__g100	0.00921868	0.005338794	0.000346031	0.000343712	0.008799851	0.023454175	0.01895005	0.022151309	0.001943411	0.00197372	0.050749143	0.000798493	0.004617221	0.000838477	0.000938864	0.001130813	0.000995271	0.012625936	0.000258015	0.000158983	0.009435448	0.041928087	0.001957212	0.019334036	0.000495282	0.000291746	0.0023785	0.00186369	0.000759586	0.000720165	0.051492372	0.002988307	0.003557395	0.003890595	0.000692174	0.002770658	0.006657049	0.000606098	0.010336404	0.000233075	0.00024771	0.001250951	0.000441625	0.04441274	0.000952332	0.000430173	0.000367876	0.00027288	0.004626305	0.000588079	0.087457066	0.000319027	0.001341387	0.001693987	0.000193155	0.064490293	0.000669372	0.006537578	0.011428151	0.04431944	0.000272058	0.00041542	0.003988547	0.001577247	0.064879619	0.000450281	0.006563188	0.009146686	0.002878623	0.000899621	0.034071819	0.007799978	0.002969378	0.003033703	0.00028883	0.000234773	0.000367783	0.000608488	0.002024427	0.016688401	0.092345368	0.002224107	0.000598303	0.000777252	0.01409463	0.00683777	0.003148394	0.005515282	0.067096718	0.000591615	0.000867636	0.008183781	0.005881945	0.003083172	0.005679366	0.004276743	0.003456489	0.000920504	0.014658465	0.000544635
wave2b_alpha_by_m__c0080__sb0003__g100	0.00901928	0.005203912	0.000210444	0.000296344	0.00964709	0.023865868	0.018946571	0.022458542	0.002153772	0.002219594	0.048710443	0.000748081	0.00523495	0.000721379	0.000951959	0.001016512	0.001059005	0.012314577	0.000191395	0.000573934	0.009099017	0.042601392	0.002187551	0.019570012	0.000597103	0.000186282	0.002284309	0.002199636	0.00080655	0.000823623	0.052322179	0.003414067	0.003972226	0.003600527	0.000980595	0.003145057	0.006337447	0.000410504	0.010790399	0.000389212	0.000435747	0.001086731	0.000288754	0.042650122	0.000986815	0.000238777	0.000208822	0.000239986	0.00557926	0.000582501	0.086252562	0.000225702	0.001062135	0.001903919	0.000325132	0.064895499	0.000546948	0.006501276	0.01062856	0.042912975	0.00026391	0.000585189	0.003706177	0.001758195	0.064752539	0.00048127	0.006762495	0.010335041	0.002281616	0.000718946	0.036324596	0.006886009	0.002498499	0.003319176	0.000224605	0.000313462	0.00034465	0.00054902	0.001970954	0.016304874	0.09176009	0.002047124	0.000576897	0.000751231	0.012964276	0.007034531	0.003774959	0.00496915	0.06742894	0.00046551	0.000967338	0.007993068	0.006240617	0.003153196	0.00642396	0.004510736	0.003374351	0.000936886	0.014901943	0.000530411
wave2b_alpha_by_m__c0080__sb0004__g100	0.00910465	0.005969024	0.000278976	0.000303582	0.008916508	0.023571244	0.019585842	0.020731526	0.001959207	0.002382569	0.051366904	0.000648278	0.005448971	0.000825545	0.000918804	0.001085058	0.000945074	0.012526133	0.000289215	0.000348632	0.009114427	0.043759765	0.002037505	0.019374007	0.000362046	0.000161132	0.001996635	0.00224915	0.000949316	0.000768947	0.051700117	0.003100838	0.003436072	0.003541217	0.000876073	0.002499454	0.006326844	0.00051992	0.010671235	0.00021507	0.000191239	0.000903792	0.000161127	0.044588101	0.001203623	0.000299316	0.000202178	0.000405612	0.005035169	0.000687623	0.086002478	0.000218291	0.000863946	0.001954161	0.000208817	0.064979201	0.000445432	0.006250608	0.011916469	0.041476531	0.000276659	0.000554036	0.003723799	0.001465153	0.062491172	0.000545515	0.006480849	0.00937323	0.002698403	0.000650997	0.033565373	0.008720306	0.002704818	0.002715804	0.000277068	0.000241737	0.000259767	0.000563697	0.001573297	0.017352628	0.093688	0.00212859	0.000727894	0.000820353	0.014336148	0.007536821	0.003662614	0.005269656	0.067443924	0.000513631	0.001007806	0.008397658	0.005978597	0.003021689	0.005899615	0.004318489	0.003564407	0.000995519	0.015164546	0.000430509
wave2b_alpha_by_m__c0080__sb0005__g100	0.008997965	0.005411634	0.000216008	0.000315607	0.009435711	0.025678735	0.018988018	0.021096525	0.002501208	0.002497653	0.049614784	0.001182183	0.004791219	0.000708196	0.001140399	0.001167054	0.001293092	0.012041264	0.000262587	0.000271164	0.009131844	0.041966964	0.0023381	0.01927125	0.000523412	0.000163845	0.002120932	0.00252793	0.000941292	0.00094011	0.05060312	0.003416802	0.00355391	0.004341358	0.000799536	0.002827665	0.006448439	0.000458048	0.010223587	0.000353187	0.000367261	0.001232663	0.000221355	0.042469765	0.001150614	0.000305157	0.000286201	0.000231634	0.005096188	0.000463151	0.084478017	0.000280437	0.001087893	0.002124516	0.000330962	0.065022938	0.000569523	0.006951834	0.011191913	0.04456082	0.000269251	0.000673406	0.003324965	0.001690512	0.06496797	0.000605365	0.006675623	0.009746889	0.002146483	0.000816894	0.034835805	0.00758688	0.002617921	0.00343589	0.000307054	0.000259937	0.000340687	0.000528045	0.001992004	0.016003405	0.094628988	0.002080655	0.000620263	0.000811078	0.013316487	0.006610113	0.00367195	0.005526504	0.066200688	0.000458531	0.00129799	0.00790475	0.006246346	0.002982531	0.005616572	0.004601006	0.004124974	0.000740597	0.014287917	0.000461895
wave2b_alpha_by_m__c0080__sb0006__g100	0.009303373	0.005985494	0.000269517	0.000350097	0.009607287	0.022534839	0.01908241	0.021013965	0.001540838	0.002188996	0.04869139	0.000844753	0.005298097	0.000938668	0.000723693	0.001232087	0.00117062	0.011921348	0.000272131	0.000360875	0.009032699	0.043258375	0.002512556	0.018633252	0.000499718	0.000426988	0.002069726	0.002080519	0.000988529	0.000800563	0.053759711	0.003476052	0.003955276	0.004285967	0.000789846	0.002523365	0.005928696	0.000431655	0.01061535	0.000308983	0.000334905	0.001345836	0.000433474	0.044921852	0.001142065	0.000259624	0.000266261	0.000386967	0.005155209	0.000439395	0.08642393	0.000273616	0.001161703	0.002061292	0.000236182	0.064647939	0.000411677	0.006136522	0.012252132	0.041944493	0.000175545	0.000688457	0.00368547	0.001345433	0.06308025	0.000683836	0.006536004	0.009272975	0.002538785	0.000998688	0.034998069	0.007678404	0.002743482	0.003016919	0.000269885	0.000249441	0.000265448	0.000514033	0.002029936	0.016499401	0.093638331	0.002326225	0.000517026	0.000934835	0.013731023	0.007015778	0.00473957	0.004974772	0.068029889	0.000596103	0.001103447	0.007464683	0.005985003	0.003496508	0.005848651	0.003873989	0.003509565	0.000678597	0.013802129	0.000520037
